ky	kx	wcc_0	wcc_1
0.275	0.1	-0.334736724428402	0.4284288180158068
0.275	0.125	-0.33472791832879606	0.42701306859143057
0.275	0.15000000000000002	-0.33472026806331656	0.42580765753929395
0.275	0.17500000000000002	-0.33471398304553673	0.42483348837226426
0.275	0.2	-0.33470923426266314	0.4241066643584941
0.275	0.225	-0.3347061500621715	0.42363873291000514
0.275	0.25	-0.33470481334355606	0.42343691475471784
0.275	0.275	-0.334705259913706	0.4235042722145328
0.275	0.30000000000000004	-0.33470747781880394	0.42383978672140366
0.275	0.325	-0.3347114075644974	0.42443833261751895
0.275	0.35000000000000003	-0.3347169432542957	0.42529055156665246
0.275	0.375	-0.3347239347878946	0.42638264906984713
0.275	0.4	-0.3347321913407845	0.4276961510607405
0.275	0.42500000000000004	-0.3347414863698945	0.4292076733780106
0.275	0.45	-0.33475156433689107	0.4308887684979544
0.275	0.47500000000000003	-0.33476214919912356	0.43270592011481324
0.275	0.5	-0.3347729544904616	0.4346207546078839
0.275	0.525	-0.3347836945231719	0.43659052718898855
0.275	0.55	-0.3347940959343018	0.438568918920703
0.275	0.5750000000000001	-0.33480390854434505	0.440507150234343
0.275	0.6000000000000001	-0.3348129143715983	0.4423553808379925
0.275	0.625	-0.33482093372310423	0.444064330690591
0.275	0.65	-0.3348278275990441	0.44558702834683367
0.275	0.675	-0.33483349618244884	0.44688057657915176
0.275	0.7000000000000001	-0.33483787385494573	0.44790782307242705
0.275	0.7250000000000001	-0.3348409218415081	0.44863883494354745
0.275	0.75	-0.3348426200793275	0.449052095672292
0.275	0.775	-0.334842960087349	0.4491353662473815
0.275	0.8	-0.3348419404113283	0.44888617418994115
0.275	0.8250000000000001	-0.33483956565874545	0.4483119122181879
0.275	0.8500000000000001	-0.3348358493393011	0.4474295431028233
0.275	0.875	-0.33483081987686736	0.4462649212675731
0.275	0.9	-0.3348245284589452	0.4448517579163325
0.275	0.925	-0.33481705699914366	0.44323027656711783
0.275	0.9500000000000001	-0.3348085244814283	0.4414456288836126
0.275	0.9750000000000001	-0.33479909030593463	0.4395461629075635
0.275	1.0	-0.33478895385349944	0.4375816518438441
0.30000000000000004	0.0	-0.3409215441835343	0.4654293045485009
0.30000000000000004	0.025	-0.34087043921135346	0.4635141010163792
0.30000000000000004	0.05	-0.3408206596583604	0.4616603837390145
0.30000000000000004	0.07500000000000001	-0.34077337195206686	0.4599103763057978
0.30000000000000004	0.1	-0.34072967149878414	0.4583026814021773
0.30000000000000004	0.125	-0.3406905578920579	0.4568715930931491
0.30000000000000004	0.15000000000000002	-0.34065691420142463	0.45564663054566545
0.30000000000000004	0.17500000000000002	-0.34062949043820684	0.45465226518516794
0.30000000000000004	0.2	-0.34060889096916996	0.4539077982569687
0.30000000000000004	0.225	-0.3405955654375124	0.4534273389092272
0.30000000000000004	0.25	-0.34058980266601213	0.4532198339844724
0.30000000000000004	0.275	-0.34059172705116275	0.4532891084408655
0.30000000000000004	0.30000000000000004	-0.34060129708716075	0.4536338879731234
0.30000000000000004	0.325	-0.340618305853167	0.45424779111375463
0.30000000000000004	0.35000000000000003	-0.34064238352016063	0.4551192950897093
0.30000000000000004	0.375	-0.34067300214711455	0.45623169627836446
0.30000000000000004	0.4	-0.340709483202835	0.4575631005151138
0.30000000000000004	0.42500000000000004	-0.34075100833531985	0.4590864889281215
0.30000000000000004	0.45	-0.34079663388723713	0.4607699095774233
0.30000000000000004	0.47500000000000003	-0.3408453095079892	0.46257684239075153
0.30000000000000004	0.5	-0.34089590094122696	0.4644667738957015
0.30000000000000004	0.525	-0.3409472166955762	0.46639599950038735
0.30000000000000004	0.55	-0.34099803788423233	0.4683186466679121
0.30000000000000004	0.5750000000000001	-0.341047150115099	0.47018788595575706
0.30000000000000004	0.6000000000000001	-0.34109337600606116	0.4719572732262136
0.30000000000000004	0.625	-0.34113560676053273	0.4735821499265516
0.30000000000000004	0.65	-0.34117283130934256	0.47502102231383897
0.30000000000000004	0.675	-0.3412041618042079	0.4762368455668555
0.30000000000000004	0.7000000000000001	-0.3412288546825015	0.47719815289857104
0.30000000000000004	0.7250000000000001	-0.34124632701732766	0.4778799889692993
0.30000000000000004	0.75	-0.34125616830644473	0.47826462618023685
0.30000000000000004	0.775	-0.3412581481365923	0.47834205751842274
0.30000000000000004	0.8	-0.3412522202281994	0.4781102680735781
0.30000000000000004	0.8250000000000001	-0.3412385232241159	0.4775752890832306
0.30000000000000004	0.8500000000000001	-0.34121737830280857	0.4767510355262099
0.30000000000000004	0.875	-0.3411892833825327	0.475658924457007
0.30000000000000004	0.9	-0.34115490345885474	0.47432727034196887
0.30000000000000004	0.925	-0.3411150565766617	0.4727904586096027
0.30000000000000004	0.9500000000000001	-0.3410706951170835	0.47108791055981775
0.30000000000000004	0.9750000000000001	-0.3410228824516486	0.46926287040480114
0.30000000000000004	1.0	-0.3409727654972309	0.4673610650560122
0.325	0.0	-0.3468729103251082	0.49113890484570444
0.325	0.025	-0.34678295666079073	0.4893607331512762
0.325	0.05	-0.3466955439008203	0.48762887698864266
0.325	0.07500000000000001	-0.34661268427605046	0.48598403381263305
0.325	0.1	-0.34653625426277884	0.48446437097538214
0.325	0.125	-0.3464679565343072	0.4831046419449448
0.325	0.15000000000000002	-0.3464092886359239	0.4819354624725141
0.325	0.17500000000000002	-0.34636151821651384	0.4809827517624608
0.325	0.2	-0.34632566427575007	0.4802673274031029
0.325	0.225	-0.3463024836647572	0.47980463142762175
0.325	0.25	-0.34629246201807423	0.4796045597720202
0.325	0.275	-0.3462958083825719	0.4796713686936972
0.325	0.30000000000000004	-0.34631245301580293	0.48000363847003774
0.325	0.325	-0.34634204811305463	0.4805942852380646
0.325	0.35000000000000003	-0.34638397154433215	0.4814306240690776
0.325	0.375	-0.3464373339926813	0.48249449803697025
0.325	0.4	-0.3465009901374036	0.48376249692982864
0.325	0.42500000000000004	-0.34657355467740114	0.4852062934518526
0.325	0.45	-0.346653424006532	0.48679312291830923
0.325	0.47500000000000003	-0.3467388042127393	0.4884864241102145
0.325	0.5	-0.34682774577259134	0.4902466448594137
0.325	0.525	-0.3469181848726061	0.49203219809487514
0.325	0.55	-0.3470079907531333	0.4938005355853758
0.325	0.5750000000000001	-0.34709501790634567	0.4955092910447183
0.325	0.6000000000000001	-0.347177161446602	0.49711743485347376
0.325	0.625	-0.34725241358717196	0.498586381400771
0.325	0.65	-0.34731891896160466	0.49988099714319517
0.325	0.675	-0.3473750265467738	0.5009704711862817
0.325	0.7000000000000001	-0.3474193361621903	0.5018290273426625
0.325	0.7250000000000001	-0.3474507378821694	0.5024364734482349
0.325	0.75	-0.3474684431254646	0.5027785968360992
0.325	0.775	-0.34747200660113975	0.502847422035432
0.325	0.8	-0.347461338632129	0.5026413472887196
0.325	0.8250000000000001	-0.34743670763025863	0.5021651712371705
0.325	0.8500000000000001	-0.3473987326812915	0.5014300122366061
0.325	0.875	-0.3473483663682023	0.5004531131112201
0.325	0.9	-0.34728686817429794	0.49925751676105457
0.325	0.925	-0.3472157691049394	0.49787159548293913
0.325	0.9500000000000001	-0.3471368285500696	0.49632842069613464
0.325	0.9750000000000001	-0.34705198483994915	0.4946649700947469
0.325	1.0	-0.34696330135198894	0.4929211845879957
0.35000000000000003	0.0	-0.35275702767366796	0.5134464403043675
0.35000000000000003	0.025	-0.3526282404027003	0.51186193093458
0.35000000000000003	0.05	-0.3525032160320651	0.5103112128851578
0.35000000000000003	0.07500000000000001	-0.3523848121597347	0.5088314410208842
0.35000000000000003	0.1	-0.35227568497707196	0.5074581481982307
0.35000000000000003	0.125	-0.352178238088139	0.5062243072424129
0.35000000000000003	0.15000000000000002	-0.35209458081716327	0.5051594861807723
0.35000000000000003	0.17500000000000002	-0.3520264955283645	0.5042891229874833
0.35000000000000003	0.2	-0.3519754130546282	0.5036339337793184
0.35000000000000003	0.225	-0.35194239510457453	0.5032094574521994
0.35000000000000003	0.25	-0.35192812249123934	0.5030257320501462
0.35000000000000003	0.275	-0.351932888178195	0.5030870946635748
0.35000000000000003	0.30000000000000004	-0.35195659443318267	0.5033920972747199
0.35000000000000003	0.325	-0.3519987537678046	0.5039335346960112
0.35000000000000003	0.35000000000000003	-0.35205849377157833	0.5046985859276626
0.35000000000000003	0.375	-0.3521345663646057	0.505669074948879
0.35000000000000003	0.4	-0.3522253623408182	0.5068218593056645
0.35000000000000003	0.42500000000000004	-0.35232893230261464	0.5081293534947887
0.35000000000000003	0.45	-0.35244301515466653	0.5095601884935764
0.35000000000000003	0.47500000000000003	-0.3525650751995275	0.5110799992782971
0.35000000000000003	0.5	-0.3526923485488255	0.5126523202581492
0.35000000000000003	0.525	-0.3528218990437402	0.5142395564621404
0.35000000000000003	0.55	-0.3529506832072635	0.5158039886029833
0.35000000000000003	0.5750000000000001	-0.3530756229951403	0.5173087650538756
0.35000000000000003	0.6000000000000001	-0.35319368435952764	0.5187188346644318
0.35000000000000003	0.625	-0.3533019589841785	0.5200017812903374
0.35000000000000003	0.65	-0.353397746078374	0.5211285326848921
0.35000000000000003	0.675	-0.3534786308886268	0.5220739307702598
0.35000000000000003	0.7000000000000001	-0.3535425566229896	0.52281716460243
0.35000000000000003	0.7250000000000001	-0.3535878867604464	0.5233420790717377
0.35000000000000003	0.75	-0.3536134551806017	0.5236373797191196
0.35000000000000003	0.775	-0.3536186021232512	0.523696756129543
0.35000000000000003	0.8	-0.35360319460566525	0.5235189433204515
0.35000000000000003	0.8250000000000001	-0.3535676305434789	0.5231077333730288
0.35000000000000003	0.8500000000000001	-0.353512826425397	0.5224719398854054
0.35000000000000003	0.875	-0.35344018899218327	0.5216253076408774
0.35000000000000003	0.9	-0.35335157198150535	0.520586351232654
0.35000000000000003	0.925	-0.353249219621952	0.5193781011094392
0.35000000000000003	0.9500000000000001	-0.3531356991631597	0.5180277349496175
0.35000000000000003	0.9750000000000001	-0.35301382525687774	0.5165660770261583
0.35000000000000003	1.0	-0.3528865793826353	0.5150269579291928
0.375	0.0	-0.3586895836753537	0.5328300206505016
0.375	0.025	-0.358520481177785	0.531459388181046
0.375	0.05	-0.35835641317791334	0.5301132649891053
0.375	0.07500000000000001	-0.35820111587338005	0.5288242766666474
0.375	0.1	-0.358058055058387	0.5276240701684328
0.375	0.125	-0.3579303612751203	0.5265424197761825
0.375	0.15000000000000002	-0.3578207774902488	0.5256063737990723
0.375	0.17500000000000002	-0.3577316184633821	0.5248394775104817
0.375	0.2	-0.3576647404731127	0.5242611009378765
0.375	0.225	-0.35762151982687157	0.5238858921702655
0.375	0.25	-0.35760283859309633	0.523723369363776
0.375	0.275	-0.35760907622492216	0.523777658706321
0.375	0.30000000000000004	-0.35764010614483127	0.5240473816662009
0.375	0.325	-0.3576952968712669	0.5245256926022622
0.375	0.35000000000000003	-0.3577735178282289	0.5252004664007103
0.375	0.375	-0.3578731505226861	0.526054634105278
0.375	0.4	-0.3579921062381906	0.5270666614931109
0.375	0.42500000000000004	-0.35812785171537237	0.5282111606146562
0.375	0.45	-0.35827744441677833	0.529459617516135
0.375	0.47500000000000003	-0.3584375788628642	0.5307812114727712
0.375	0.5	-0.3586046451551308	0.5321436934371901
0.375	0.525	-0.3587748001756645	0.5335142856711181
0.375	0.55	-0.35894405110688754	0.5348605621424426
0.375	0.5750000000000001	-0.3591083499236987	0.5361512711337653
0.375	0.6000000000000001	-0.359263696475742	0.5373570676962098
0.375	0.625	-0.359406246822535	0.5384511332969375
0.375	0.65	-0.35953242273011193	0.5394096717679224
0.375	0.675	-0.35963901778279683	0.5402122826390054
0.375	0.7000000000000001	-0.35972329546188514	0.5408422233445168
0.375	0.7250000000000001	-0.3597830747940597	0.5412865792135039
0.375	0.75	-0.3598167997251008	0.5415363637427509
0.375	0.775	-0.35982358914518386	0.5415865711950484
0.375	0.8	-0.3598032653912096	0.5414361994309305
0.375	0.8250000000000001	-0.359756360008289	0.5410882539057281
0.375	0.8500000000000001	-0.35968409652632405	0.5405497351047465
0.375	0.875	-0.3595883509834474	0.5398316026850104
0.375	0.9	-0.3594715918964621	0.5389487016148851
0.375	0.925	-0.359336802313374	0.5379196299194209
0.375	0.9500000000000001	-0.3591873874285531	0.5367665252653817
0.375	0.9750000000000001	-0.3590270719142833	0.5355147491743261
0.375	1.0	-0.35885979153334074	0.5341924532232853
0.4	0.0	-0.364782185059915	0.5496641023912423
0.4	0.025	-0.3645696673760702	0.5485023752610819
0.4	0.05	-0.3643635505448575	0.547358685924448
0.4	0.07500000000000001	-0.36416851938577727	0.5462609376890577
0.4	0.1	-0.3639889133437574	0.5452364594716335
0.4	0.125	-0.3638286467102907	0.5443112062223008
0.4	0.15000000000000002	-0.36369114484960186	0.54350896718765
0.4	0.17500000000000002	-0.36357929517962784	0.5428506186504028
0.4	0.2	-0.3634954110506994	0.5423534552811343
0.4	0.225	-0.363441206399432	0.5420306295100352
0.4	0.25	-0.36341777910956247	0.5418907222869981
0.4	0.275	-0.3634256013371249	0.5419374620952971
0.4	0.30000000000000004	-0.36346451559011556	0.5421696026934403
0.4	0.325	-0.3635337360199607	0.5425809639892689
0.4	0.35000000000000003	-0.36363185510729845	0.5431606345846715
0.4	0.375	-0.3637568566304162	0.5438933285905367
0.4	0.4	-0.3639061364140409	0.5447598830778292
0.4	0.42500000000000004	-0.3640765327941045	0.5457378760342511
0.4	0.45	-0.3642643689312852	0.5468023383317766
0.4	0.47500000000000003	-0.36446550900519137	0.5479265277107636
0.4	0.5	-0.3646754298855871	0.549082729063409
0.4	0.525	-0.3648893091023886	0.5502430442001515
0.4	0.55	-0.3651021288596048	0.5513801363358869
0.4	0.5750000000000001	-0.36530879454531157	0.552467899769051
0.4	0.6000000000000001	-0.3655042648114008	0.5534820331288542
0.4	0.625	-0.36568368899715054	0.5544005041615503
0.4	0.65	-0.3658425466207729	0.5552039040818406
0.4	0.675	-0.3659767830083869	0.5558756987684567
0.4	0.7000000000000001	-0.3660829349570486	0.5564023914490409
0.4	0.7250000000000001	-0.36615824064505725	0.5567736162300028
0.4	0.75	-0.3662007287381469	0.5569821834921272
0.4	0.775	-0.36620928267132036	0.5570240967845207
0.4	0.8	-0.3661836772794061	0.5568985567479836
0.4	0.8250000000000001	-0.3661245862018177	0.5566079614156577
0.4	0.8500000000000001	-0.3660335597468951	0.5561579048238502
0.4	0.875	-0.3659129741601033	0.5555571681980049
0.4	0.9	-0.3657659544997087	0.5548176910631049
0.4	0.925	-0.3655962745562468	0.5539545043909381
0.4	0.9500000000000001	-0.3654082383799331	0.5529856050895332
0.4	0.9750000000000001	-0.36520654888053883	0.5519317512566985
0.4	1.0	-0.3649961695032181	0.5508161608317883
0.42500000000000004	0.0	-0.3711474567289311	0.5642888422823088
0.42500000000000004	0.025	-0.3708866063124037	0.5633164682870129
0.42500000000000004	0.05	-0.3706336619949357	0.5623576941630282
0.42500000000000004	0.07500000000000001	-0.3703943706022124	0.5614360071156793
0.42500000000000004	0.1	-0.3701740496162867	0.560574553395661
0.42500000000000004	0.125	-0.3699774902324028	0.559795448245893
0.42500000000000004	0.15000000000000002	-0.36980888061842937	0.5591190772262643
0.42500000000000004	0.17500000000000002	-0.369671747612915	0.5585634225747562
0.42500000000000004	0.2	-0.3695689143384666	0.5581434483766237
0.42500000000000004	0.225	-0.3695024708991515	0.5578705759313336
0.42500000000000004	0.25	-0.36947375543501726	0.5577522762132614
0.42500000000000004	0.275	-0.369483343254359	0.5577918002410556
0.42500000000000004	0.30000000000000004	-0.3695310424694167	0.5579880610386774
0.42500000000000004	0.325	-0.3696158954312944	0.5583356731481641
0.42500000000000004	0.35000000000000003	-0.3697361862008043	0.5588251477013041
0.42500000000000004	0.375	-0.36988945520924954	0.559443233179459
0.42500000000000004	0.4	-0.3700725230624805	0.5601733845123746
0.42500000000000004	0.42500000000000004	-0.3702815260291511	0.5609963364966792
0.42500000000000004	0.45	-0.3705119660400331	0.5618907521583245
0.42500000000000004	0.47500000000000003	-0.3707587779305618	0.5628339131854619
0.42500000000000004	0.5	-0.37101641612746533	0.5638024183899086
0.42500000000000004	0.525	-0.3712789619948546	0.564772857581397
0.42500000000000004	0.55	-0.37154025165354904	0.5657224322182903
0.42500000000000004	0.5750000000000001	-0.37179402237630954	0.5666295003545893
0.42500000000000004	0.6000000000000001	-0.37203407381893666	0.5674740310743607
0.42500000000000004	0.625	-0.37225443860732094	0.5682379619580916
0.42500000000000004	0.65	-0.3724495554183673	0.5689054612902399
0.42500000000000004	0.675	-0.3726144368890926	0.5694631038989649
0.42500000000000004	0.7000000000000001	-0.37274482459013447	0.5698999750694589
0.42500000000000004	0.7250000000000001	-0.3728373238978164	0.570207720419191
0.42500000000000004	0.75	-0.37288951274373594	0.5703805606840151
0.42500000000000004	0.775	-0.3729000196728732	0.5704152889671036
0.42500000000000004	0.8	-0.3728685681576814	0.5703112643237407
0.42500000000000004	0.8250000000000001	-0.37279598554033466	0.5700704100447389
0.42500000000000004	0.8500000000000001	-0.3726841762850023	0.5696972183696586
0.42500000000000004	0.875	-0.3725360605023207	0.569198756495424
0.42500000000000004	0.9	-0.37235548007012215	0.5685846625724379
0.42500000000000004	0.925	-0.372147076156603	0.5678671157120557
0.42500000000000004	0.9500000000000001	-0.3719161434630911	0.5670607614524995
0.42500000000000004	0.9750000000000001	-0.3716684678344605	0.5661825739565117
0.42500000000000004	1.0	-0.3714101547826267	0.5652516384906502
0.45	0.0	-0.3779045373177897	0.5770296816485988
0.45	0.025	-0.3775883142201361	0.5762209917294521
0.45	0.05	-0.37728166960495124	0.5754227516276861
0.45	0.07500000000000001	-0.37699158402415744	0.574654588630979
0.45	0.1	-0.3767245116726015	0.5739359180707628
0.45	0.125	-0.37648626239589317	0.5732853569171302
0.45	0.15000000000000002	-0.37628190944962364	0.5727201233700792
0.45	0.17500000000000002	-0.37611572049771036	0.5722554515695325
0.45	0.2	-0.3759911083625895	0.5719040518055504
0.45	0.225	-0.3759105976850703	0.5716756455863206
0.45	0.25	-0.37587580384133346	0.5715766016533824
0.45	0.275	-0.37588742109263473	0.5716096937823582
0.45	0.30000000000000004	-0.3759452178919934	0.5717739944008879
0.45	0.325	-0.37604803842258244	0.5720649102233484
0.45	0.35000000000000003	-0.376193810678616	0.5724743578233632
0.45	0.375	-0.3763795626071284	0.572991068935794
0.45	0.4	-0.3766014488933195	0.5736010078902328
0.45	0.42500000000000004	-0.37685479177549974	0.5742878774878548
0.45	0.45	-0.37713413969887294	0.5750336853292293
0.45	0.47500000000000003	-0.37743334754668384	0.5758193404349542
0.45	0.5	-0.37774568152884086	0.5766252501290309
0.45	0.525	-0.378063950511505	0.577431889492944
0.45	0.55	-0.37838066365911605	0.5782203199264696
0.45	0.5750000000000001	-0.3786882118609292	0.5789726389704483
0.45	0.6000000000000001	-0.3789790677826097	0.5796723499774011
0.45	0.625	-0.37924599689807703	0.580304646903241
0.45	0.65	-0.3794822699695613	0.5808566159771925
0.45	0.675	-0.3796818665759939	0.5813173619221418
0.45	0.7000000000000001	-0.3798396596877311	0.5816780714042811
0.45	0.7250000000000001	-0.37995157288631404	0.5819320300819762
0.45	0.75	-0.3800147042138661	0.5820746114895897
0.45	0.775	-0.3800274131437385	0.5821032555162159
0.45	0.8	-0.37998936914002995	0.5820174511291961
0.45	0.8250000000000001	-0.3799015613796268	0.5818187324404724
0.45	0.8500000000000001	-0.379766269593948	0.5815106900245514
0.45	0.875	-0.37958699620258624	0.5810989918523936
0.45	0.9	-0.3793683606068384	0.5805914016981504
0.45	0.925	-0.37911595806552817	0.5799977784826423
0.45	0.9500000000000001	-0.37883618788540024	0.5793300382361994
0.45	0.9750000000000001	-0.3785360581944042	0.5786020611155929
0.45	1.0	-0.3782229766316677	0.5778295287563756
0.47500000000000003	0.0	-0.38518507548161146	0.5881927826654961
0.47500000000000003	0.025	-0.3848038554617922	0.5875215186923737
0.47500000000000003	0.05	-0.38443398770325865	0.586858182202243
0.47500000000000003	0.07500000000000001	-0.38408396820959223	0.5862192139503883
0.47500000000000003	0.1	-0.3837616452385594	0.5856209085275698
0.47500000000000003	0.125	-0.3834740734137307	0.5850789147813988
0.47500000000000003	0.15000000000000002	-0.3832274026346761	0.584607724956917
0.47500000000000003	0.17500000000000002	-0.38302679744790996	0.5842201761605426
0.47500000000000003	0.2	-0.3828763814559717	0.5839269894109991
0.47500000000000003	0.225	-0.3827792011317964	0.5837363713576831
0.47500000000000003	0.25	-0.3827372038850797	0.5836537015110478
0.47500000000000003	0.275	-0.38275122622116065	0.5836813236061632
0.47500000000000003	0.30000000000000004	-0.38282098918341784	0.5838184538252916
0.47500000000000003	0.325	-0.3829450998376217	0.5840612115500218
0.47500000000000003	0.35000000000000003	-0.3831210592145797	0.5844027707381136
0.47500000000000003	0.375	-0.38334527875533964	0.5848336226197007
0.47500000000000003	0.4	-0.38361310877866345	0.5853419338585168
0.47500000000000003	0.42500000000000004	-0.3839188836811342	0.5859139792112369
0.47500000000000003	0.45	-0.38425598933785243	0.5865346244635398
0.47500000000000003	0.47500000000000003	-0.3846169583291922	0.5871878342209432
0.47500000000000003	0.5	-0.38499359799453653	0.5878571799138717
0.47500000000000003	0.525	-0.3853771547258881	0.5885263257966972
0.47500000000000003	0.55	-0.38575851521999815	0.5891794742169408
0.47500000000000003	0.5750000000000001	-0.3861284415775126	0.5898017553435728
0.47500000000000003	0.6000000000000001	-0.38647783237743605	0.5903795503106054
0.47500000000000003	0.625	-0.38679799676385423	0.5909007401334556
0.47500000000000003	0.65	-0.38708092427273927	0.5913548761168193
0.47500000000000003	0.675	-0.3873195311570894	0.5917332716678534
0.47500000000000003	0.7000000000000001	-0.38750786588213015	0.5920290214759817
0.47500000000000003	0.7250000000000001	-0.38764126289025075	0.5922369622226106
0.47500000000000003	0.75	-0.3877164434104107	0.5923535979598367
0.47500000000000003	0.775	-0.3877315715857733	0.5923770197308864
0.47500000000000003	0.8	-0.38768627918026427	0.5923068488778933
0.47500000000000003	0.8250000000000001	-0.3875816698720875	0.5921442245673165
0.47500000000000003	0.8500000000000001	-0.38742030570543945	0.5918918400552519
0.47500000000000003	0.875	-0.3872061683689307	0.591554014554891
0.47500000000000003	0.9	-0.3869445822254145	0.591136774621001
0.47500000000000003	0.925	-0.38664208752118634	0.590647914508753
0.47500000000000003	0.9500000000000001	-0.38630625995274587	0.5900970085728189
0.47500000000000003	0.9750000000000001	-0.385945482890175	0.5894953569842267
0.47500000000000003	1.0	-0.38556868691001517	0.5888558549339731
0.5	0.0	-0.39313969117183356	0.598055448803803
0.5	0.025	-0.39268010038945195	0.5974970787331056
0.5	0.05	-0.39223282268391196	0.5969434052266983
0.5	0.07500000000000001	-0.39180881254814287	0.5964089155651029
0.5	0.1	-0.3914179996131247	0.5959077565049197
0.5	0.125	-0.3910691798817692	0.5954533753630904
0.5	0.15000000000000002	-0.3907699361083994	0.5950581390273172
0.5	0.17500000000000002	-0.3905265825405699	0.5947329510590486
0.5	0.2	-0.3903441292362322	0.5944868899081706
0.5	0.225	-0.3902262610206285	0.5943268914295161
0.5	0.25	-0.3901753264093522	0.5942574968755934
0.5	0.275	-0.3901923325965271	0.5942806836272974
0.5	0.30000000000000004	-0.3902769438100727	0.5943957904600791
0.5	0.325	-0.390427481825884	0.5945995426032702
0.5	0.35000000000000003	-0.3906409290471136	0.5948861748263177
0.5	0.375	-0.39091293612754885	0.5952476439247166
0.5	0.4	-0.39123783748420693	0.5956739159086533
0.5	0.42500000000000004	-0.3916086790476265	0.5961533084579439
0.5	0.45	-0.39201726311835994	0.5966728662063137
0.5	0.47500000000000003	-0.39245421522323076	0.5972187454558908
0.5	0.5	-0.39290907767244826	0.5977765863414194
0.5	0.525	-0.39337043509249736	0.5983318550640295
0.5	0.55	-0.39382608114378803	0.5988701487843406
0.5	0.5750000000000001	-0.3942632488246654	0.5993774764193526
0.5	0.6000000000000001	-0.39466896041856836	0.5998405704305363
0.5	0.625	-0.3950306208445678	0.6002473605553845
0.5	0.65	-0.39533706723930284	0.6005878368987824
0.5	0.675	-0.39558026619012887	0.6008555143589233
0.5	0.7000000000000001	-0.39575737298588126	0.6010492373094084
0.5	0.7250000000000001	-0.3958717677948898	0.6011739656739772
0.5	0.75	-0.39593113614022796	0.6012386351793158
0.5	0.775	-0.3959425764729353	0.6012510967808606
0.5	0.8	-0.3959078059264537	0.6012132232070926
0.5	0.8250000000000001	-0.39582198228727755	0.601119710579271
0.5	0.8500000000000001	-0.39567701134890504	0.6009614463067834
0.5	0.875	-0.39546689430969845	0.6007309918683947
0.5	0.9	-0.39519134557060515	0.6004263972804108
0.5	0.925	-0.39485604481162606	0.6000516913656577
0.5	0.9500000000000001	-0.3944708422405322	0.5996153426242848
0.5	0.9750000000000001	-0.3940477862858336	0.5991285338460277
0.5	1.0	-0.3935997601445355	0.5986040111775279
0.525	0.0	-0.3931396911718336	0.598055448803803
0.525	0.025	-0.3935997601445354	0.5986040111775277
0.525	0.05	-0.3940477862858337	0.5991285338460275
0.525	0.07500000000000001	-0.39447084224053247	0.5996153426242847
0.525	0.1	-0.39485604481162584	0.600051691365658
0.525	0.125	-0.395191345570605	0.6004263972804108
0.525	0.15000000000000002	-0.3954668943096983	0.600730991868395
0.525	0.17500000000000002	-0.395677011348905	0.6009614463067834
0.525	0.2	-0.39582198228727766	0.601119710579271
0.525	0.225	-0.3959078059264538	0.6012132232070926
0.525	0.25	-0.39594257647293546	0.6012510967808607
0.525	0.275	-0.39593113614022785	0.6012386351793158
0.525	0.30000000000000004	-0.39587176779488975	0.6011739656739773
0.525	0.325	-0.3957573729858812	0.6010492373094086
0.525	0.35000000000000003	-0.39558026619012876	0.6008555143589234
0.525	0.375	-0.395337067239303	0.6005878368987823
0.525	0.4	-0.3950306208445678	0.6002473605553846
0.525	0.42500000000000004	-0.39466896041856825	0.5998405704305365
0.525	0.45	-0.39426324882466535	0.5993774764193525
0.525	0.47500000000000003	-0.3938260811437881	0.5988701487843408
0.525	0.5	-0.39337043509249736	0.5983318550640295
0.525	0.525	-0.39290907767244826	0.5977765863414192
0.525	0.55	-0.3924542152232308	0.5972187454558908
0.525	0.5750000000000001	-0.3920172631183599	0.5966728662063135
0.525	0.6000000000000001	-0.39160867904762653	0.5961533084579441
0.525	0.625	-0.3912378374842068	0.5956739159086533
0.525	0.65	-0.39091293612754885	0.5952476439247166
0.525	0.675	-0.39064092904711356	0.5948861748263178
0.525	0.7000000000000001	-0.39042748182588416	0.5945995426032701
0.525	0.7250000000000001	-0.39027694381007283	0.5943957904600791
0.525	0.75	-0.39019233259652697	0.5942806836272976
0.525	0.775	-0.39017532640935226	0.5942574968755934
0.525	0.8	-0.3902262610206285	0.5943268914295158
0.525	0.8250000000000001	-0.3903441292362322	0.5944868899081704
0.525	0.8500000000000001	-0.3905265825405697	0.5947329510590486
0.525	0.875	-0.3907699361083993	0.5950581390273173
0.525	0.9	-0.3910691798817694	0.5954533753630902
0.525	0.925	-0.39141799961312473	0.5959077565049197
0.525	0.9500000000000001	-0.39180881254814287	0.5964089155651029
0.525	0.9750000000000001	-0.3922328226839118	0.5969434052266984
0.525	1.0	-0.39268010038945206	0.5974970787331055
0.55	0.0	-0.38518507548161146	0.5881927826654961
0.55	0.025	-0.38556868691001517	0.5888558549339732
0.55	0.05	-0.3859454828901751	0.5894953569842265
0.55	0.07500000000000001	-0.3863062599527459	0.5900970085728189
0.55	0.1	-0.38664208752118634	0.590647914508753
0.55	0.125	-0.3869445822254144	0.591136774621001
0.55	0.15000000000000002	-0.3872061683689308	0.5915540145548909
0.55	0.17500000000000002	-0.38742030570543945	0.5918918400552518
0.55	0.2	-0.3875816698720873	0.5921442245673166
0.55	0.225	-0.38768627918026405	0.5923068488778934
0.55	0.25	-0.3877315715857732	0.5923770197308864
0.55	0.275	-0.38771644341041067	0.5923535979598364
