ky	kz	wcc_0	wcc_1
0.225	0.775	-3.3163033950900273e-16	5.55111512312579e-17
0.225	0.8	4.4408920985006104e-16	-4.3021142204224673e-16
0.225	0.8250000000000001	1.7347234759768041e-16	1.808449223705822e-16
0.225	0.8500000000000001	5.167307554065921e-16	5.44703171456717e-16
0.225	0.875	-9.71445146547013e-17	1.0885389811754452e-16
0.225	0.9	-4.952093422827534e-17	1.1102230246251533e-16
0.225	0.925	-2.9837243786801048e-16	-0.0
0.225	0.9500000000000001	1.1102230246251523e-16	-6.036837696399273e-16
0.225	0.9750000000000001	6.383782391594653e-16	-6.66133814775094e-16
0.225	1.0	-0.0	5.123397366080256e-16
0.25	0.0	-4.440892098500628e-16	-5.247538514829823e-17
0.25	0.025	-2.2030988144905425e-16	-4.440892098500639e-16
0.25	0.05	-4.3899345963937877e-16	-8.881784197001248e-16
0.25	0.07500000000000001	-2.2453826992174777e-16	1.1102230246251568e-16
0.25	0.1	1.0679391398982211e-16	4.718447854656913e-16
0.25	0.125	2.139130886313896e-16	1.77635683940025e-15
0.25	0.15000000000000002	-2.463307335887062e-16	-1.665334536937731e-16
0.25	0.17500000000000002	-5.1391182975813015e-17	-4.44089209850063e-16
0.25	0.2	-2.2085198253529725e-16	-7.771561172376096e-16
0.25	0.225	5.421010862427534e-17	2.6020852139652085e-17
0.25	0.25	1.7763568394002497e-15	-2.428612866367528e-15
0.25	0.275	3.6429192995512895e-16	1.0977546996415708e-16
0.25	0.30000000000000004	-5.421010862427509e-20	1.6740081543176176e-16
0.25	0.325	3.642919299551297e-17	-1.347121199313238e-17
0.25	0.35000000000000003	2.057273622291246e-17	-2.7755575615628858e-17
0.25	0.375	1.0286368111456228e-17	1.994931997373332e-17
0.25	0.4	-1.0408340855860782e-17	-3.3000403625027526e-18
0.25	0.42500000000000004	4.20670442924376e-17	-1.1102230246251556e-16
0.25	0.45	-1.3471211993132403e-17	1.1102230246251563e-16
0.25	0.47500000000000003	-2.7755575615628926e-17	5.50232602536393e-17
0.25	0.5	-1.3763946579703496e-16	2.775557561562894e-17
0.25	0.525	-1.1199808441775239e-16	3.3306690738754706e-16
0.25	0.55	6.039006100744261e-17	-3.3306690738754647e-16
0.25	0.5750000000000001	5.919743861770842e-17	-3.3306690738754563e-16
0.25	0.6000000000000001	1.1102230246251588e-16	-2.7408630920433626e-16
0.25	0.625	-1.6349768761081385e-16	4.718447854656917e-16
0.25	0.65	-1.5265566588595875e-16	3.3306690738754726e-16
0.25	0.675	-2.7755575615628914e-16	1.7195446455620093e-16
0.25	0.7000000000000001	-1.12865446155741e-16	-7.494005416219829e-16
0.25	0.7250000000000001	-2.309892728480372e-16	1.0547118733939027e-15
0.25	0.75	9.71445146547012e-17	-5.551115123125796e-17
0.25	0.775	-8.582798729557416e-19	2.220446049250312e-16
0.25	0.8	-4.579669976578761e-16	-6.004311631224737e-16
0.25	0.8250000000000001	-8.326672684688637e-17	-1.0842021724855014e-16
0.25	0.8500000000000001	5.5511151231257654e-17	-3.907464629637749e-16
0.25	0.875	3.1225022567582454e-17	3.885780586188034e-16
0.25	0.9	-1.8041124150158762e-16	-2.372234353398284e-16
0.25	0.925	-7.771561172376082e-16	1.1102230246251552e-15
0.25	0.9500000000000001	1.2061749168901227e-16	-2.2898349882893794e-16
0.25	0.9750000000000001	1.019150042136375e-16	2.7755575615628864e-17
0.25	1.0	-2.6020852139652073e-17	-3.816391647148981e-17
0.275	0.0	-3.001071613439886e-16	5.551115123125796e-17
0.275	0.025	1.6504267570660584e-16	2.4980018054066086e-16
0.275	0.05	-1.1102230246251568e-16	-5.309880139747762e-17
0.275	0.07500000000000001	-0.0	-8.326672684688668e-16
0.275	0.1	-2.220446049250314e-16	1.1249681741709562e-15
0.275	0.125	3.88578058618805e-16	-5.193328406205558e-17
0.275	0.15000000000000002	-2.2204460492503062e-16	2.7863995832877395e-16
0.275	0.17500000000000002	2.2204460492503106e-16	2.8080836267374565e-16
0.275	0.2	6.938893903907248e-18	1.6317242695906827e-16
0.275	0.225	1.080949565968046e-16	-0.0
0.275	0.25	-0.0	-3.8760227666356853e-16
0.275	0.275	-2.7755575615628914e-15	3.608224830031759e-15
0.275	0.30000000000000004	-0.0	8.223673478302522e-17
0.275	0.325	-0.0	-8.201989434852837e-17
0.275	0.35000000000000003	4.033232081646073e-17	-5.551115123125793e-17
0.275	0.375	2.7755575615628883e-17	-2.4435206462392e-17
0.275	0.4	-5.295649986233882e-18	6.505213034913015e-18
0.275	0.42500000000000004	5.4887734982078385e-17	-5.030698080332725e-17
0.275	0.45	-1.387778780781447e-17	-5.421010862427515e-20
0.275	0.47500000000000003	-2.498543906492845e-16	2.498001805406599e-16
0.275	0.5	-2.6617163334519155e-17	2.7755575615628983e-16
0.275	0.525	-1.6653345369377415e-16	1.7347234759768067e-18
0.275	0.55	3.0531133177191726e-16	-2.1944251971106556e-16
0.275	0.5750000000000001	1.1102230246251588e-16	-1.192622389734054e-18
0.275	0.6000000000000001	1.6707555478001648e-16	-0.0
0.275	0.625	-1.1102230246251583e-16	5.670377362099202e-17
0.275	0.65	-2.2312880709751696e-16	9.992007221626407e-16
0.275	0.675	-2.239419587268806e-16	2.7755575615628914e-16
0.275	0.7000000000000001	5.843849709696864e-17	1.443289932012707e-15
0.275	0.7250000000000001	2.2204460492503106e-16	6.245004513516503e-16
0.275	0.75	-0.0	-3.7470027081098925e-16
0.275	0.775	1.8214596497756455e-16	1.9428902930940205e-16
0.275	0.8	1.3877787807814403e-16	2.8471149049469287e-16
0.275	0.8250000000000001	1.6653345369377368e-16	1.671839749972648e-16
0.275	0.8500000000000001	1.1102230246251553e-16	-1.5536617131717251e-16
0.275	0.875	9.540979117872454e-17	2.2204460492503126e-16
0.275	0.9	-6.661338147750946e-16	3.816391647148976e-16
0.275	0.925	-1.8816328703485917e-16	-0.0
0.275	0.9500000000000001	-1.10154940724527e-16	-1.1102230246251528e-16
0.275	0.9750000000000001	5.637851296924632e-18	-3.3306690738754824e-16
0.275	1.0	-5.551115123125792e-16	5.689893001203934e-16
0.30000000000000004	0.0	-4.4408920985006183e-16	1.04777297948999e-15
0.30000000000000004	0.025	1.110223024625156e-16	3.885780586188049e-16
0.30000000000000004	0.05	-5.620504062164864e-16	4.440892098500634e-16
0.30000000000000004	0.07500000000000001	-2.220446049250316e-16	3.0531133177191825e-16
0.30000000000000004	0.1	-1.1023625588746374e-16	-8.32667268468867e-16
0.30000000000000004	0.125	-0.0	-1.6512399086954274e-16
0.30000000000000004	0.15000000000000002	-2.868798948396647e-16	-3.0704605524789486e-16
0.30000000000000004	0.17500000000000002	2.2204460492503116e-16	-5.795060611935018e-17
0.30000000000000004	0.2	-0.0	3.8613860373071255e-16
0.30000000000000004	0.225	3.608224830031758e-16	-1.6593714249890623e-16
0.30000000000000004	0.25	-5.1391182975812984e-17	2.220446049250312e-16
0.30000000000000004	0.275	-0.0	5.285485590866828e-17
0.30000000000000004	0.30000000000000004	1.332267629550186e-15	-1.387778780781444e-15
0.30000000000000004	0.325	-1.3552527156068775e-18	-6.938893903907226e-17
0.30000000000000004	0.35000000000000003	-0.0	2.3245294578089225e-16
0.30000000000000004	0.375	1.3877787807814448e-17	6.98226199080663e-17
0.30000000000000004	0.4	6.9388939039072176e-18	7.169286865560395e-18
0.30000000000000004	0.42500000000000004	2.77555756156289e-17	-4.869423007175503e-17
0.30000000000000004	0.45	-0.0	-5.488773498207855e-17
0.30000000000000004	0.47500000000000003	-1.096670497469088e-16	-0.0
0.30000000000000004	0.5	-8.27788358692683e-17	2.220446049250314e-16
0.30000000000000004	0.525	-2.932766876573291e-17	-3.330669073875471e-16
0.30000000000000004	0.55	-1.3877787807814466e-17	-3.307358727167032e-16
0.30000000000000004	0.5750000000000001	-5.534852090538499e-17	-9.714451465470127e-17
0.30000000000000004	0.6000000000000001	1.6788870640938024e-16	-0.0
0.30000000000000004	0.625	-1.1514227071796082e-16	-2.775557561562891e-16
0.30000000000000004	0.65	-2.2204460492503185e-16	-1.0299920638612308e-18
0.30000000000000004	0.675	-4.441434199586861e-16	3.330669073875473e-16
0.30000000000000004	0.7000000000000001	1.0961283963828445e-16	7.771561172376113e-16
0.30000000000000004	0.7250000000000001	-1.1190924358990543e-16	-1.6653345369377333e-16
0.30000000000000004	0.75	-3.3306690738754726e-16	1.0824674490095278e-15
0.30000000000000004	0.775	2.1971357025418713e-16	-1.1102230246251573e-16
0.30000000000000004	0.8	1.7054500173196935e-16	-9.992007221626348e-16
0.30000000000000004	0.8250000000000001	2.7755575615628894e-16	-7.216449660063487e-16
0.30000000000000004	0.8500000000000001	1.8127860323957627e-16	-2.498001805406598e-16
0.30000000000000004	0.875	8.326672684688695e-17	-3.232006676179293e-16
0.30000000000000004	0.9	-1.7347234759768025e-17	1.0408340855860806e-16
0.30000000000000004	0.925	-9.367506770274715e-17	1.1102230246251521e-16
0.30000000000000004	0.9500000000000001	9.855397747893229e-17	1.6653345369377356e-16
0.30000000000000004	0.9750000000000001	1.5612511283791279e-16	1.9428902930940242e-16
0.30000000000000004	1.0	-1.3877787807814452e-16	1.8735013540549485e-16
0.325	0.0	-4.4408920985006133e-16	1.8149544367407327e-16
0.325	0.025	4.996003610813205e-16	6.201636426617078e-16
0.325	0.05	-1.2212453270876753e-15	1.0430024899310554e-16
0.325	0.07500000000000001	-2.2204460492503106e-16	-9.020562075079385e-16
0.325	0.1	-5.678508878392837e-17	4.440892098500622e-16
0.325	0.125	4.440892098500632e-16	-4.579669976578776e-16
0.325	0.15000000000000002	-1.1217426727078143e-16	-0.0
0.325	0.17500000000000002	-0.0	-1.6853922771287137e-16
0.325	0.2	1.110223024625156e-16	-4.857225732735058e-16
0.325	0.225	2.7755575615628844e-16	-1.1129335300563713e-16
0.325	0.25	1.648529403264212e-16	-4.44089209850064e-16
0.325	0.275	1.1048020137627278e-16	-2.2204460492503116e-16
0.325	0.30000000000000004	1.36934734384919e-16	-0.0
0.325	0.325	-4.4408920985006163e-16	1.6306400674181965e-15
0.325	0.35000000000000003	-6.505213034913055e-19	5.551115123125785e-17
0.325	0.375	-1.4555414165617823e-17	5.5511151231257716e-17
0.325	0.4	3.5046835225593906e-17	-2.775557561562899e-17
0.325	0.42500000000000004	2.0359283920204283e-17	-0.0
0.325	0.45	8.332093695551126e-17	1.110223024625156e-16
0.325	0.47500000000000003	-0.0	4.163336342344333e-17
0.325	0.5	-5.621588264337339e-17	-2.775557561562892e-16
0.325	0.525	2.5186016466838243e-16	4.440892098500622e-16
0.325	0.55	-2.768510247441731e-16	4.1633363423443277e-16
0.325	0.5750000000000001	-5.675798372961603e-17	1.3877787807814491e-16
0.325	0.6000000000000001	4.4408920985006153e-16	-1.1443753930584497e-16
0.325	0.625	-4.1633363423443457e-17	-2.7760996626491376e-16
0.325	0.65	5.5212995633824313e-17	-7.771561172376111e-16
0.325	0.675	-5.551115123125779e-17	1.0790522121661992e-16
0.325	0.7000000000000001	2.202544749950248e-18	3.3306690738754706e-16
0.325	0.7250000000000001	-2.7682391968986137e-16	1.1102230246251558e-16
0.325	0.75	1.1595542234732448e-16	1.3322676295501859e-15
0.325	0.775	2.8796409701215003e-16	-5.551115123125785e-17
0.325	0.8	-3.3306690738754755e-16	8.32667268468869e-16
0.325	0.8250000000000001	2.827599265842196e-16	1.4432899320127039e-15
0.325	0.8500000000000001	-3.91613824701764e-16	-1.4432899320127005e-15
0.325	0.875	-1.6653345369377316e-16	-5.793976409762539e-16
0.325	0.9	1.110223024625155e-16	-5.117434254131579e-16
0.325	0.925	-5.984795992119983e-17	-5.551115123125788e-17
0.325	0.9500000000000001	1.3877787807814506e-16	-1.11672823766007e-16
0.325	0.9750000000000001	-0.0	-8.738669510233173e-17
0.325	1.0	-1.4398204850607536e-16	-7.52165257161819e-17
0.35000000000000003	0.0	2.1120258320017612e-16	4.996003610813205e-16
0.35000000000000003	0.025	5.551115123125778e-16	-2.2182776449053428e-16
0.35000000000000003	0.05	-1.6653345369377348e-16	6.904199434387678e-16
0.35000000000000003	0.07500000000000001	-1.7911019889460481e-16	-1.7763568394002453e-15
0.35000000000000003	0.1	-1.0961283963828461e-16	-6.661338147750939e-16
0.35000000000000003	0.125	3.2477276076803315e-16	8.881784197001258e-16
0.35000000000000003	0.15000000000000002	5.551115123125785e-17	3.889575293791746e-16
0.35000000000000003	0.17500000000000002	-5.716455954429833e-17	3.330669073875478e-16
0.35000000000000003	0.2	-0.0	-5.673087867530407e-17
0.35000000000000003	0.225	-5.56466765028185e-17	-1.4224732503009808e-16
0.35000000000000003	0.25	8.326672684688643e-17	-1.1056151653920922e-16
0.35000000000000003	0.275	1.114559833315097e-16	2.914335439641042e-16
0.35000000000000003	0.30000000000000004	2.1510571102112465e-16	-9.757819552369555e-19
0.35000000000000003	0.325	-2.4866176825955034e-16	5.551115123125786e-17
0.35000000000000003	0.35000000000000003	1.3322676295501884e-15	-2.275957200481573e-15
0.35000000000000003	0.375	-5.570088661144273e-17	1.2490009027032991e-16
0.35000000000000003	0.4	4.202638671096933e-17	-1.3877787807814463e-17
0.35000000000000003	0.42500000000000004	-6.945670167485267e-18	-2.2551405187698545e-17
0.35000000000000003	0.45	-0.0	-5.538917848685305e-17
0.35000000000000003	0.47500000000000003	-0.0	-1.3842551237208675e-16
0.35000000000000003	0.5	-2.743031496388322e-17	1.1102230246251583e-16
0.35000000000000003	0.525	-1.110223024625161e-16	-1.941806090921545e-16
0.35000000000000003	0.55	-1.6675029412827078e-16	1.1102230246251602e-16
0.35000000000000003	0.5750000000000001	-0.0	-2.2269512622852187e-16
0.35000000000000003	0.6000000000000001	3.3306690738754667e-16	-5.477931476483011e-17
0.35000000000000003	0.625	8.326672684688683e-17	8.673617379884051e-17
0.35000000000000003	0.65	2.3039296165317046e-19	-3.3306690738754696e-16
0.35000000000000003	0.675	-1.1259706344789921e-16	3.191891195797329e-16
0.35000000000000003	0.7000000000000001	-1.6653345369377326e-16	-3.888220041076146e-16
0.35000000000000003	0.7250000000000001	2.498001805406599e-16	3.4694469519536083e-16
0.35000000000000003	0.75	2.222614453595284e-16	-1.1102230246251605e-16
0.35000000000000003	0.775	1.6696713456276749e-16	-3.330669073875472e-16
0.35000000000000003	0.8	2.2204460492503155e-16	-1.8041124150158817e-15
0.35000000000000003	0.8250000000000001	5.689893001203935e-16	-5.551115123125794e-16
0.35000000000000003	0.8500000000000001	-1.110223024625157e-16	5.828670879282076e-16
0.35000000000000003	0.875	-2.22044604925031e-16	1.0286910212542466e-15
0.35000000000000003	0.9	1.7347234759768078e-16	-5.8546917314217085e-18
0.35000000000000003	0.925	-5.117434254131584e-17	-4.440892098500624e-16
0.35000000000000003	0.9500000000000001	2.309350627394126e-16	-0.0
0.35000000000000003	0.9750000000000001	5.551115123125779e-17	1.6956921977673316e-16
0.35000000000000003	1.0	-2.2204460492503136e-16	9.853229343548264e-16
0.375	0.0	2.7929047963226555e-16	-6.730727086790004e-16
0.375	0.025	1.0269562977782678e-15	-1.5785983631388927e-16
0.375	0.05	-5.1824863844807075e-17	-2.1094237467878e-15
0.375	0.07500000000000001	-2.276824562219554e-16	-8.881784197001237e-16
0.375	0.1	-8.174884380540689e-17	2.775557561562894e-17
0.375	0.125	3.3306690738754617e-16	-1.0126448291014579e-16
0.375	0.15000000000000002	5.5456941122633576e-17	2.2204460492503077e-16
0.375	0.17500000000000002	1.4636729328554244e-18	-2.2204460492503082e-16
0.375	0.2	-0.0	-2.2144829373016413e-16
0.375	0.225	-5.554503254914802e-17	-9.714451465470117e-17
0.375	0.25	-2.2204460492503091e-16	-2.77833582962988e-16
0.375	0.275	-0.0	2.76701946945458e-16
0.375	0.30000000000000004	2.2288486160870723e-16	-3.3306690738754706e-16
0.375	0.325	-1.103717811590242e-16	-0.0
0.375	0.35000000000000003	1.665334536937737e-16	-5.589062199162793e-17
0.375	0.375	2.220446049250312e-16	-5.620504062164868e-16
0.375	0.4	-2.81079413216867e-17	-1.1102230246251583e-16
0.375	0.42500000000000004	2.0816681711721756e-17	6.240938755369685e-17
0.375	0.45	-1.734045849618996e-17	1.1102230246251548e-16
0.375	0.47500000000000003	8.355132991716416e-17	1.1102230246251578e-16
0.375	0.5	-0.0	2.43945488809238e-19
0.375	0.525	-8.361909255294454e-17	-5.5511151231257815e-17
0.375	0.55	-0.0	5.594483210025207e-17
0.375	0.5750000000000001	1.1115782773407644e-16	2.2204460492503096e-16
0.375	0.6000000000000001	1.112933530056367e-16	1.1102230246251563e-16
0.375	0.625	3.729655473350146e-17	-3.8857805861880543e-16
0.375	0.65	-2.2204460492503106e-16	-4.1633363423443326e-16
0.375	0.675	-5.450826422170888e-17	5.551115123125791e-17
0.375	0.7000000000000001	2.775557561562894e-17	5.364090248372026e-17
0.375	0.7250000000000001	3.4000580129145473e-16	1.1102230246251578e-16
0.375	0.75	2.8254308614972177e-16	-0.0
0.375	0.775	1.1102230246251585e-16	-1.1102230246251595e-15
0.375	0.8	-1.6935237934223527e-16	9.992007221626385e-16
0.375	0.8250000000000001	-8.239936510889846e-18	-1.1102230246251563e-16
0.375	0.8500000000000001	-1.1102230246251563e-16	-1.9515639104739084e-18
0.375	0.875	2.4416232924373555e-16	3.330669073875462e-16
0.375	0.9	3.330669073875482e-16	-1.0842021724855054e-17
0.375	0.925	2.4980018054065963e-16	8.272462576064403e-16
0.375	0.9500000000000001	4.4408920985006173e-16	-8.881784197001235e-16
0.375	0.9750000000000001	-8.782037597132562e-17	2.775557561562888e-16
0.375	1.0	6.114900252818247e-17	3.3306690738754746e-16
0.4	0.0	3.330669073875473e-16	-8.500145032286352e-17
0.4	0.025	1.4432899320127043e-15	2.1467203015212988e-16
0.4	0.05	-2.7451999007332953e-16	7.771561172376098e-16
0.4	0.07500000000000001	4.054916125095784e-17	2.2204460492503087e-15
0.4	0.1	-1.1102230246251565e-16	1.238158880978449e-16
0.4	0.125	1.4961989980299937e-17	-5.551115123125767e-16
0.4	0.15000000000000002	1.10046520507279e-16	1.1102230246251575e-16
0.4	0.17500000000000002	-0.0	3.0531133177191864e-16
0.4	0.2	2.921924854848436e-17	-2.22044604925031e-16
0.4	0.225	1.110223024625157e-16	-2.780707521882195e-16
0.4	0.25	3.330669073875485e-16	5.000611470046275e-16
0.4	0.275	1.3914379631135806e-16	-1.804112415015883e-16
0.4	0.30000000000000004	3.330669073875472e-16	-1.115711798123361e-16
0.4	0.325	-5.528075826960457e-17	-0.0
0.4	0.35000000000000003	2.2166513416466123e-16	-1.110223024625158e-16
0.4	0.375	2.2204460492503175e-16	-2.78911008871895e-17
0.4	0.4	9.9920072216264e-16	-1.1657341758564134e-15
0.4	0.42500000000000004	-5.551115123125783e-17	9.763240563231972e-17
0.4	0.45	-2.7819950119620246e-17	1.0755285551056202e-16
0.4	0.47500000000000003	4.1701126059223696e-17	-5.551115123125784e-17
0.4	0.5	-2.7484525072507476e-17	-1.1102230246251533e-16
0.4	0.525	-2.2204460492503116e-16	1.6764476092057093e-16
0.4	0.55	1.6609977282477953e-16	-1.6653345369377383e-16
0.4	0.5750000000000001	-2.767968146355485e-16	-4.44089209850063e-16
0.4	0.6000000000000001	8.131516293641284e-20	-3.8857805861880385e-16
0.4	0.625	-4.163336342344344e-17	-2.2185491370093707e-16
0.4	0.65	1.110223024625156e-16	1.3827643457337005e-16
0.4	0.675	-0.0	2.748452507250753e-17
0.4	0.7000000000000001	1.1102230246251585e-16	2.4898702891129604e-16
0.4	0.7250000000000001	2.795615301753875e-16	-1.1102230246251583e-16
0.4	0.75	-0.0	-8.510987054011207e-17
0.4	0.775	-1.9222904518167952e-16	-4.996003610813195e-16
0.4	0.8	-8.348356728138382e-17	-5.551115123125796e-16
0.4	0.8250000000000001	2.67797936603919e-16	-6.661338147750933e-16
0.4	0.8500000000000001	-5.551115123125779e-16	4.354155924701793e-16
0.4	0.875	1.2316536679435372e-16	-0.0
0.4	0.9	-2.6367796834847473e-16	-1.2559397966072087e-15
0.4	0.925	-5.551115123125783e-17	-6.067195357228871e-16
0.4	0.9500000000000001	1.6653345369377422e-16	-2.1814147710408416e-16
0.4	0.9750000000000001	-3.3306690738754706e-16	3.608224830031761e-16
0.4	1.0	-1.665334536937739e-16	-1.8171228410857047e-16
0.42500000000000004	0.0	3.8857805861880444e-16	-5.551115123125779e-16
0.42500000000000004	0.025	2.2204460492503086e-16	-1.4875253806501128e-16
0.42500000000000004	0.05	1.192622389734053e-16	6.661338147750927e-16
0.42500000000000004	0.07500000000000001	1.2967057982926599e-16	-8.881784197001252e-16
0.42500000000000004	0.1	-1.1102230246251568e-16	1.183948772354169e-16
0.42500000000000004	0.125	2.7885679876327144e-16	-1.665334536937734e-15
0.42500000000000004	0.15000000000000002	2.203098814490546e-16	-1.1102230246251553e-16
0.42500000000000004	0.17500000000000002	1.625219056555773e-16	-2.2204460492503155e-16
0.42500000000000004	0.2	-8.261620554339556e-17	2.220446049250314e-16
0.42500000000000004	0.225	1.3720578492804068e-16	-1.8041124150158747e-16
0.42500000000000004	0.25	1.6799712662662857e-16	9.020562075079404e-17
0.42500000000000004	0.275	5.542983606832135e-17	-1.1102230246251558e-16
0.42500000000000004	0.30000000000000004	-1.3854748511649125e-16	-2.220446049250316e-16
0.42500000000000004	0.325	1.1097486861746927e-16	-2.498001805406604e-16
0.42500000000000004	0.35000000000000003	5.576526111543407e-17	-0.0
0.42500000000000004	0.375	-1.6649279611230572e-16	-2.220446049250324e-16
0.42500000000000004	0.4	5.55111512312579e-17	-8.318541168395014e-17
0.42500000000000004	0.42500000000000004	-2.6645352591003757e-15	3.0531133177191805e-15
0.42500000000000004	0.45	-0.0	4.1728231113535833e-17
0.42500000000000004	0.47500000000000003	2.775557561562894e-17	-1.734723475976807e-18
0.42500000000000004	0.5	5.5131680470887907e-17	3.330669073875474e-16
0.42500000000000004	0.525	-1.386423528065837e-16	1.5265566588595878e-16
0.42500000000000004	0.55	1.1083256708233054e-16	7.632783294297966e-17
0.42500000000000004	0.5750000000000001	-2.220446049250313e-16	2.636779683484747e-16
0.42500000000000004	0.6000000000000001	5.551115123125774e-17	-5.547037398460912e-17
0.42500000000000004	0.625	4.1633363423443333e-17	3.6079537794886384e-16
0.42500000000000004	0.65	1.6707555478001604e-16	-2.775557561562894e-17
0.42500000000000004	0.675	-0.0	-5.524010068813633e-17
0.42500000000000004	0.7000000000000001	1.1102230246251546e-16	-2.743031496388325e-17
0.42500000000000004	0.7250000000000001	-2.2421300927000296e-16	-4.440892098500642e-16
0.42500000000000004	0.75	-2.786399583287744e-17	-2.220446049250312e-16
0.42500000000000004	0.775	-3.3306690738754746e-16	-3.39355279987963e-17
0.42500000000000004	0.8	-1.1102230246251519e-16	-5.880712583561368e-16
0.42500000000000004	0.8250000000000001	-3.7079714299004196e-17	-4.440892098500621e-16
0.42500000000000004	0.8500000000000001	-6.505213034913024e-17	6.661338147750937e-16
0.42500000000000004	0.875	2.125036258071592e-17	-2.7755575615628914e-17
0.42500000000000004	0.9	-6.106226635438353e-16	2.146720301521295e-16
0.42500000000000004	0.925	3.469446951953624e-18	1.3322676295501902e-15
0.42500000000000004	0.9500000000000001	-4.466912950640277e-17	-5.551115123125775e-17
0.42500000000000004	0.9750000000000001	-4.718447854656908e-16	-8.45677694538692e-17
0.42500000000000004	1.0	-9.714451465470116e-17	-4.4408920985006143e-16
0.45	0.0	4.067926551165602e-16	-6.661338147750923e-16
0.45	0.025	-1.1102230246251583e-16	-1.3149203947904225e-15
0.45	0.05	-1.1709383462843417e-17	1.6653345369377332e-15
0.45	0.07500000000000001	2.6411164921746814e-16	1.2212453270876716e-15
0.45	0.1	-1.6219664500383102e-16	4.4408920985006124e-16
0.45	0.125	-2.5804011705154993e-17	-3.330669073875476e-16
0.45	0.15000000000000002	2.992397996059985e-17	-4.163336342344324e-17
0.45	0.17500000000000002	1.193706591906535e-16	1.1102230246251531e-16
0.45	0.2	-2.8731357570865886e-17	-5.551115123125776e-16
0.45	0.225	-5.540273101400914e-17	-3.3306690738754696e-16
0.45	0.25	2.2204460492503146e-16	-2.775557561562894e-16
0.45	0.275	-1.3877787807814432e-16	-1.6517820097816623e-16
0.45	0.30000000000000004	-1.1102230246251553e-16	-6.776263578034389e-19
0.45	0.325	2.081668171172164e-17	-5.494194509070278e-17
0.45	0.35000000000000003	8.326672684688675e-17	-8.3551329917164e-17
0.45	0.375	5.551115123125796e-17	1.3857797830259253e-16
0.45	0.4	-2.7755575615628858e-17	-1.3858136643438145e-16
0.45	0.42500000000000004	-5.566022902997444e-17	5.551115123125785e-17
0.45	0.45	1.665334536937735e-15	-2.5257573810222296e-15
0.45	0.47500000000000003	4.850449469157015e-17	-1.1102230246251538e-16
0.45	0.5	-5.551115123125759e-17	2.7753542736555434e-16
0.45	0.525	-2.7755575615628914e-17	5.586351693731548e-17
0.45	0.55	-1.110223024625159e-16	-1.1115105147049816e-16
0.45	0.5750000000000001	-1.1102230246251536e-16	5.56647716136984e-17
0.45	0.6000000000000001	1.1102230246251548e-16	-1.3877787807814435e-16
0.45	0.625	-5.57279916657549e-17	2.220446049250313e-16
0.45	0.65	5.551115123125757e-17	-1.1156440354875843e-16
0.45	0.675	5.551115123125785e-17	8.25077853261467e-17
0.45	0.7000000000000001	1.387778780781444e-16	4.033232081646074e-17
0.45	0.7250000000000001	9.812029660993806e-17	1.2490009027032947e-16
0.45	0.75	-1.3227266504323173e-17	4.440892098500637e-16
0.45	0.775	-1.1102230246251578e-16	2.6237692574149275e-17
0.45	0.8	1.0972125985553332e-16	1.6653345369377356e-16
0.45	0.8250000000000001	4.358492733391719e-17	-5.551115123125772e-16
0.45	0.8500000000000001	9.562663161322143e-17	1.221245327087672e-15
0.45	0.875	1.166601537594398e-16	7.771561172376068e-16
0.45	0.9	9.757819552369531e-17	1.6653345369377326e-15
0.45	0.925	-8.32667268468868e-17	9.992007221626417e-16
0.45	0.9500000000000001	-1.821459649775645e-16	4.4408920985006193e-16
0.45	0.9750000000000001	-3.8857805861880464e-16	1.3010426069826044e-17
0.45	1.0	-1.6479873021779664e-17	-0.0
0.47500000000000003	0.0	2.220446049250314e-16	-1.6653345369377366e-15
0.47500000000000003	0.025	1.040834085586084e-16	1.110223024625157e-15
0.47500000000000003	0.05	1.9515639104739035e-16	6.38378239159464e-16
0.47500000000000003	0.07500000000000001	1.4311468676808652e-17	-6.661338147750923e-16
0.47500000000000003	0.1	-3.122502256758245e-17	-4.4408920985006173e-16
0.47500000000000003	0.125	5.377642775528107e-17	-1.498801083243964e-15
0.47500000000000003	0.15000000000000002	-1.0842021724855041e-17	2.9143354396410404e-16
0.47500000000000003	0.17500000000000002	2.220446049250315e-16	-6.179952383167377e-17
0.47500000000000003	0.2	-2.2226144535952862e-17	-4.996003610813212e-16
0.47500000000000003	0.225	-2.3310346708438336e-17	-4.440892098500621e-16
0.47500000000000003	0.25	2.0491421059976086e-17	-8.326672684688701e-17
0.47500000000000003	0.275	-1.4636729328554321e-18	1.3877787807814448e-17
0.47500000000000003	0.30000000000000004	-1.3606737264693098e-17	9.71445146547012e-17
0.47500000000000003	0.325	-2.680689871470405e-17	8.326672684688684e-17
0.47500000000000003	0.35000000000000003	4.857225732735065e-17	2.7863995832877415e-17
0.47500000000000003	0.375	-0.0	2.221123675608115e-16
0.47500000000000003	0.4	2.7674260452692507e-17	-1.1102230246251605e-16
0.47500000000000003	0.42500000000000004	5.551115123125784e-17	-1.9413995151068512e-16
0.47500000000000003	0.45	2.220446049250319e-16	-1.111205582843975e-16
0.47500000000000003	0.47500000000000003	2.331468351712825e-15	-3.760880495917717e-15
0.47500000000000003	0.5	-8.328705563762107e-17	1.1102230246251585e-16
0.47500000000000003	0.525	1.2490009027033053e-16	3.0533166056265245e-16
